SUKL kod;Celkova cena;Datum zmeny;Zdroj
7558A;7.95;15.10.2024;mzsr
7562C;7.98;15.10.2024;mzsr
7563A;10.56;15.10.2024;mzsr
7564B;10.23;15.10.2024;mzsr
75656;4.00;15.10.2024;mzsr
7568C;15.96;15.10.2024;mzsr
75696;8.10;15.10.2024;mzsr
7569B;30.69;15.10.2024;mzsr
7580A;44.20;15.10.2024;mzsr
7593B;43.29;15.10.2024;mzsr
7594A;1695.67;15.10.2024;mzsr
7595D;468.51;15.10.2024;mzsr
7596D;165.61;04.11.2024;mzsr
7597A;1626.63;15.10.2024;mzsr
7600A;1626.63;15.10.2024;mzsr
7602D;487.06;04.11.2024;mzsr
7603E;1146.72;04.03.2025;mzsr
7604C;974.47;15.10.2024;mzsr
7605C;4872.33;15.10.2024;mzsr
76072;2.46;15.10.2024;mzsr
76075;8.80;15.10.2024;mzsr
7609B;2986.28;15.10.2024;mzsr
7613E;1344.72;04.03.2025;mzsr
7615E;1676.99;04.02.2025;mzsr
7616E;1680.30;04.02.2025;mzsr
7617E;1680.12;04.02.2025;mzsr
76193;1.63;15.10.2024;mzsr
76199;4.89;15.10.2024;mzsr
76204;7.34;15.10.2024;mzsr
7620D;6.23;15.10.2024;mzsr
76210;24.40;15.10.2024;mzsr
76218;34.44;15.10.2024;mzsr
7621E;68.68;04.02.2025;mzsr
7622E;90.28;04.02.2025;mzsr
76238;73.21;15.10.2024;mzsr
7623E;112.65;04.02.2025;mzsr
76247;97.62;15.10.2024;mzsr
76249;122.02;15.10.2024;mzsr
7624E;167.52;04.02.2025;mzsr
76253;183.03;15.10.2024;mzsr
76255;356.73;15.10.2024;mzsr
76257;590.17;15.10.2024;mzsr
7636D;6.13;15.10.2024;mzsr
7637B;24.07;15.10.2024;mzsr
76382;1.59;15.10.2024;mzsr
76401;1.80;15.10.2024;mzsr
76402;3.60;15.10.2024;mzsr
76404;3.60;15.10.2024;mzsr
76410;24.21;15.10.2024;mzsr
76412;24.21;15.10.2024;mzsr
76418;24.50;15.10.2024;mzsr
7643D;24.53;15.10.2024;mzsr
76499;2.79;15.10.2024;mzsr
76506;3.94;15.10.2024;mzsr
76511;7.90;15.10.2024;mzsr
76516;11.27;15.10.2024;mzsr
76521;14.62;15.10.2024;mzsr
76545;2.75;15.10.2024;mzsr
76547;3.57;15.10.2024;mzsr
7655D;8.19;15.10.2024;mzsr
76586;4.25;15.10.2024;mzsr
76587;12.75;15.10.2024;mzsr
7662D;32.72;15.10.2024;mzsr
76653;1.53;15.10.2024;mzsr
76655;0.96;15.10.2024;mzsr
76657;2.85;04.06.2025;mzsr
76660;11.27;15.10.2024;mzsr
76661;22.47;15.10.2024;mzsr
7668A;14.20;15.10.2024;mzsr
7669E;6.93;04.03.2025;mzsr
7672B;16.80;15.10.2024;mzsr
76736;3.32;15.10.2024;mzsr
76739;3.08;15.10.2024;mzsr
76751;4.62;15.10.2024;mzsr
76757;16.17;15.10.2024;mzsr
7675B;60.00;15.10.2024;mzsr
76772;4.37;15.10.2024;mzsr
7677A;12.53;15.10.2024;mzsr
76786;244.95;15.10.2024;mzsr
7678B;4.16;15.10.2024;mzsr
76818;2.49;15.10.2024;mzsr
76819;4.98;15.10.2024;mzsr
76881;4.47;15.10.2024;mzsr
76882;14.90;15.10.2024;mzsr
76883;44.63;15.10.2024;mzsr
76889;163.44;15.10.2024;mzsr
76906;5.92;15.10.2024;mzsr
76928;14.72;15.10.2024;mzsr
76931;19.65;15.10.2024;mzsr
76938;29.48;15.10.2024;mzsr
7694D;256.56;15.10.2024;mzsr
7694E;175.02;01.04.2025;mzsr
7695E;1050.12;01.04.2025;mzsr
7696E;262.53;01.04.2025;mzsr
76975;2.32;15.10.2024;mzsr
76979;4.65;15.10.2024;mzsr
7697E;1575.19;01.04.2025;mzsr
7699E;167.25;02.05.2025;mzsr
77012;12.17;15.10.2024;mzsr
77016;183.30;15.10.2024;mzsr
77017;356.68;15.10.2024;mzsr
77019;337.95;15.10.2024;mzsr
77024;73.31;15.10.2024;mzsr
7703C;203.09;15.10.2024;mzsr
7703E;1676.99;04.03.2025;mzsr
7704C;58925.05;15.10.2024;mzsr
7704E;1680.30;04.03.2025;mzsr
77051;7.62;15.10.2024;mzsr
7705E;1680.12;04.03.2025;mzsr
7709B;3.53;15.10.2024;mzsr
7709C;381.73;15.10.2024;mzsr
7716D;9.60;15.10.2024;mzsr
7721D;12.41;15.10.2024;mzsr
7726B;6.05;15.10.2024;mzsr
77469;48.42;15.10.2024;mzsr
7751A;2.24;15.10.2024;mzsr
7753A;11.13;15.10.2024;mzsr
7755A;71.89;15.10.2024;mzsr
7756A;141.12;15.10.2024;mzsr
7767D;264.68;15.10.2024;mzsr
7768B;410.79;15.10.2024;mzsr
7776D;3.54;04.03.2025;mzsr
7778D;6.20;15.10.2024;mzsr
7783B;183.80;15.10.2024;mzsr
7787B;183.80;15.10.2024;mzsr
7789B;551.41;15.10.2024;mzsr
7789D;292.17;15.10.2024;mzsr
7791D;621.81;15.10.2024;mzsr
7793D;1056.14;15.10.2024;mzsr
7795D;226.69;15.10.2024;mzsr
7796D;799.44;15.10.2024;mzsr
7800B;14.31;15.10.2024;mzsr
7804B;21.33;15.10.2024;mzsr
7808B;39.95;15.10.2024;mzsr
7810E;42.72;04.03.2025;mzsr
7815D;621.81;15.10.2024;mzsr
7816B;74.13;15.10.2024;mzsr
78189;17.41;15.10.2024;mzsr
7823D;1056.14;15.10.2024;mzsr
7835E;622.09;01.07.2025;mzsr
7836A;3.90;15.10.2024;mzsr
7839E;1244.18;01.07.2025;mzsr
78432;409.69;15.10.2024;mzsr
7843A;5.20;15.10.2024;mzsr
7843E;1866.27;01.07.2025;mzsr
7847E;2488.36;02.05.2025;mzsr
7848A;23.40;15.10.2024;mzsr
7853A;7.61;15.10.2024;mzsr
78611;9.24;15.10.2024;mzsr
78612;27.72;15.10.2024;mzsr
7866A;13.42;15.10.2024;mzsr
78700;5.46;15.10.2024;mzsr
7875C;1.71;15.10.2024;mzsr
78784;5.00;15.10.2024;mzsr
78792;65.90;15.10.2024;mzsr
7893A;1533.76;15.10.2024;mzsr
7894A;2453.96;15.10.2024;mzsr
7902A;9.79;15.10.2024;mzsr
7903A;13.98;15.10.2024;mzsr
7903C;649.23;15.10.2024;mzsr
7905A;24.93;15.10.2024;mzsr
7905D;11.59;15.10.2024;mzsr
7908A;31.92;15.10.2024;mzsr
79133;2.32;15.10.2024;mzsr
79137;4.98;15.10.2024;mzsr
79138;7.45;15.10.2024;mzsr
7914A;2.55;15.10.2024;mzsr
7923A;4.65;15.10.2024;mzsr
7927A;13.95;15.10.2024;mzsr
7931C;6.66;15.10.2024;mzsr
7932A;5.10;15.10.2024;mzsr
7936C;133.05;15.10.2024;mzsr
79375;4.86;15.10.2024;mzsr
79376;8.10;15.10.2024;mzsr
79395;507.20;15.10.2024;mzsr
79398;760.74;15.10.2024;mzsr
7941A;6.00;15.10.2024;mzsr
7942D;468.52;15.10.2024;mzsr
7943C;203.09;15.10.2024;mzsr
7945A;18.00;15.10.2024;mzsr
7946C;50.64;15.10.2024;mzsr
7950A;6.45;15.10.2024;mzsr
7951D;468.52;15.10.2024;mzsr
7953C;46.74;15.10.2024;mzsr
7954A;19.35;15.10.2024;mzsr
7956B;83.33;15.10.2024;mzsr
7960B;80.93;15.10.2024;mzsr
7960C;46.76;15.10.2024;mzsr
7960E;5.07;01.04.2025;mzsr
7964B;87.74;15.10.2024;mzsr
7965E;16.46;01.04.2025;mzsr
7968B;83.41;15.10.2024;mzsr
7971B;86.45;15.10.2024;mzsr
7971D;292.17;15.10.2024;mzsr
7973D;621.81;15.10.2024;mzsr
7977D;1056.14;15.10.2024;mzsr
7983C;45.39;15.10.2024;mzsr
7988B;409.69;15.10.2024;mzsr
7989B;409.69;15.10.2024;mzsr
7989D;119.04;15.10.2024;mzsr
7995C;45.51;15.10.2024;mzsr
80027;163.86;15.10.2024;mzsr
8007C;44.46;15.10.2024;mzsr
8009A;4.62;15.10.2024;mzsr
80155;3.07;15.10.2024;mzsr
80157;3.00;15.10.2024;mzsr
8019C;45.78;15.10.2024;mzsr
80202;3.65;15.10.2024;mzsr
80204;2.22;15.10.2024;mzsr
80206;2.22;15.10.2024;mzsr
8020B;4635.42;15.10.2024;mzsr
8021D;468.52;15.10.2024;mzsr
80243;4.25;15.10.2024;mzsr
80249;12.75;15.10.2024;mzsr
8025A;4.70;15.10.2024;mzsr
80260;1.41;15.10.2024;mzsr
80262;8.48;15.10.2024;mzsr
8028B;50.05;15.10.2024;mzsr
8029A;9.82;15.10.2024;mzsr
8030D;437.27;15.10.2024;mzsr
80313;12.81;15.10.2024;mzsr
8031C;45.85;15.10.2024;mzsr
8032A;15.30;15.10.2024;mzsr
80404;511.26;15.10.2024;mzsr
8041A;29.70;15.10.2024;mzsr
8042C;644.40;15.10.2024;mzsr
80448;135.30;15.10.2024;mzsr
80636;2.83;15.10.2024;mzsr
80641;8.48;15.10.2024;mzsr
80644;140.03;15.10.2024;mzsr
80648;701.03;15.10.2024;mzsr
80661;6.50;15.10.2024;mzsr
80760;9.76;15.10.2024;mzsr
80761;17.21;15.10.2024;mzsr
80777;8.16;15.10.2024;mzsr
8084B;5.77;15.10.2024;mzsr
80851;4.80;15.10.2024;mzsr
80852;14.39;15.10.2024;mzsr
80861;2.32;15.10.2024;mzsr
8092D;651.89;15.10.2024;mzsr
8093D;3.18;15.10.2024;mzsr
8097D;4.35;15.10.2024;mzsr
8101D;3.93;15.10.2024;mzsr
8105B;3.30;15.10.2024;mzsr
8105D;5.10;15.10.2024;mzsr
81064;2.10;15.10.2024;mzsr
8106B;9.90;15.10.2024;mzsr
8107A;212.94;15.10.2024;mzsr
8110B;4.44;15.10.2024;mzsr
81111;2.80;15.10.2024;mzsr
81118;9.00;15.10.2024;mzsr
8111B;13.32;15.10.2024;mzsr
8114A;42.27;15.10.2024;mzsr
8115B;3.90;15.10.2024;mzsr
8116A;140.84;15.10.2024;mzsr
8116B;11.70;15.10.2024;mzsr
8118A;45.09;01.07.2025;mzsr
8120A;150.30;01.07.2025;mzsr
8120B;5.04;15.10.2024;mzsr
8121B;15.12;15.10.2024;mzsr
8129B;8.66;15.10.2024;mzsr
81325;675.11;15.10.2024;mzsr
81327;14.25;15.10.2024;mzsr
81341;9.84;15.10.2024;mzsr
8135B;13.79;15.10.2024;mzsr
8137A;0.80;15.10.2024;mzsr
8137E;2488.36;01.04.2025;mzsr
81447;37.84;15.10.2024;mzsr
81448;57.69;15.10.2024;mzsr
8146B;193.20;15.10.2024;mzsr
8147A;0.84;15.10.2024;mzsr
8152A;2.52;15.10.2024;mzsr
81541;15.16;15.10.2024;mzsr
81542;15.16;15.10.2024;mzsr
81549;3.09;15.10.2024;mzsr
8157A;1.44;15.10.2024;mzsr
8157E;2488.36;02.05.2025;mzsr
81590;4.70;15.10.2024;mzsr
81593;9.82;15.10.2024;mzsr
81596;15.30;15.10.2024;mzsr
8159E;3.72;01.04.2025;mzsr
81605;29.70;15.10.2024;mzsr
8160B;183.64;15.10.2024;mzsr
8160D;37.45;15.10.2024;mzsr
8160E;11.16;01.04.2025;mzsr
8162A;4.32;15.10.2024;mzsr
8163E;4.14;01.04.2025;mzsr
8164D;1146.95;15.10.2024;mzsr
8164E;12.42;01.04.2025;mzsr
8167E;5.76;01.04.2025;mzsr
8168E;17.28;01.04.2025;mzsr
8169D;4556.69;15.10.2024;mzsr
8171A;14.20;15.10.2024;mzsr
8171C;144.88;15.10.2024;mzsr
8171E;387.41;02.09.2025;mzsr
8172D;22.86;15.10.2024;mzsr
8173D;63.03;15.10.2024;mzsr
8174D;62.61;15.10.2024;mzsr
8175D;187.83;15.10.2024;mzsr
8176E;774.80;02.09.2025;mzsr
81771;2.10;15.10.2024;mzsr
81775;4.20;15.10.2024;mzsr
81777;12.59;15.10.2024;mzsr
8182A;12.53;15.10.2024;mzsr
81830;4.62;15.10.2024;mzsr
81835;4.37;15.10.2024;mzsr
8185D;18.36;15.10.2024;mzsr
8186A;25.08;15.10.2024;mzsr
8186E;6.18;01.04.2025;mzsr
8187E;18.54;01.04.2025;mzsr
8188D;30.49;15.10.2024;mzsr
8189A;43.90;15.10.2024;mzsr
8191D;52.01;15.10.2024;mzsr
81935;24.80;15.10.2024;mzsr
8194D;53.78;15.10.2024;mzsr
8197B;258.00;15.10.2024;mzsr
8197D;68.68;15.10.2024;mzsr
8199C;238.97;15.10.2024;mzsr
8200B;516.00;15.10.2024;mzsr
8200D;91.51;15.10.2024;mzsr
8203B;774.00;15.10.2024;mzsr
82130;37.18;15.10.2024;mzsr
82158;27.47;15.10.2024;mzsr
82220;4.83;15.10.2024;mzsr
8228E;2.56;01.07.2025;mzsr
8230E;3.04;02.09.2025;mzsr
8232E;6.08;01.07.2025;mzsr
8233C;292.17;15.10.2024;mzsr
8238C;621.81;15.10.2024;mzsr
8239D;12.28;15.10.2024;mzsr
8243C;1056.14;15.10.2024;mzsr
8246C;0.80;15.10.2024;mzsr
8246D;49.13;15.10.2024;mzsr
8250A;28.87;15.10.2024;mzsr
8257C;2.80;15.10.2024;mzsr
8261A;29.33;15.10.2024;mzsr
82645;6.90;15.10.2024;mzsr
8264B;0.49;15.10.2024;mzsr
82651;13.80;15.10.2024;mzsr
8266B;0.98;15.10.2024;mzsr
82673;14.87;15.10.2024;mzsr
8272A;29.29;15.10.2024;mzsr
8283A;24.10;15.10.2024;mzsr
8289D;45.79;15.10.2024;mzsr
82949;4.65;15.10.2024;mzsr
8296C;2520.22;15.10.2024;mzsr
8297E;3.72;02.09.2025;mzsr
8298E;11.16;02.09.2025;mzsr
8300D;45.79;15.10.2024;mzsr
8305E;5.76;02.09.2025;mzsr
8306E;17.28;02.09.2025;mzsr
83082;2.04;15.10.2024;mzsr
83099;1.22;15.10.2024;mzsr
8309E;6.18;02.09.2025;mzsr
83100;2.43;15.10.2024;mzsr
8310D;45.93;15.10.2024;mzsr
8310E;18.54;02.09.2025;mzsr
83135;34.01;15.10.2024;mzsr
83136;31.60;15.10.2024;mzsr
8313C;89.10;15.10.2024;mzsr
83212;1.92;15.10.2024;mzsr
83244;6.43;15.10.2024;mzsr
83256;8.84;15.10.2024;mzsr
83271;17.68;15.10.2024;mzsr
83300;702.21;15.10.2024;mzsr
83301;2106.67;15.10.2024;mzsr
83302;702.23;15.10.2024;mzsr
83303;2106.67;15.10.2024;mzsr
83318;1.25;15.10.2024;mzsr
8334D;30.39;04.06.2025;mzsr
8337D;91.17;04.08.2025;mzsr
83391;2.10;15.10.2024;mzsr
83398;6.75;15.10.2024;mzsr
8339A;838.01;15.10.2024;mzsr
83405;2.80;15.10.2024;mzsr
83417;9.00;15.10.2024;mzsr
8341E;18.99;04.08.2025;mzsr
83424;32.20;15.10.2024;mzsr
8343E;53.16;04.08.2025;mzsr
83458;3.73;15.10.2024;mzsr
8346D;12.22;15.10.2024;mzsr
8351E;18.99;04.08.2025;mzsr
8353D;10.46;15.10.2024;mzsr
8353E;53.16;04.08.2025;mzsr
83541;1.85;15.10.2024;mzsr
83741;12.33;15.10.2024;mzsr
83772;0.45;15.10.2024;mzsr
8383B;80.38;15.10.2024;mzsr
8384B;401.90;15.10.2024;mzsr
84044;16.80;15.10.2024;mzsr
84045;30.84;15.10.2024;mzsr
84047;56.50;15.10.2024;mzsr
8408C;660.08;15.10.2024;mzsr
84090;3.71;15.10.2024;mzsr
84093;1.80;15.10.2024;mzsr
84127;4.93;15.10.2024;mzsr
84128;9.87;15.10.2024;mzsr
84132;31.26;15.10.2024;mzsr
8415E;42.72;04.06.2025;mzsr
8416E;42.72;04.06.2025;mzsr
8419A;202.90;15.10.2024;mzsr
8424B;12.40;15.10.2024;mzsr
8426A;14.20;15.10.2024;mzsr
8430A;12.53;15.10.2024;mzsr
8431E;387.41;02.09.2025;mzsr
8433D;468.51;15.10.2024;mzsr
8435E;774.80;02.09.2025;mzsr
84360;5.16;15.10.2024;mzsr
84369;3.64;15.10.2024;mzsr
84370;7.28;15.10.2024;mzsr
8439C;363.13;15.10.2024;mzsr
8440C;406.21;15.10.2024;mzsr
84449;4.72;15.10.2024;mzsr
8446D;133.05;15.10.2024;mzsr
84492;1.80;15.10.2024;mzsr
84530;1.68;15.10.2024;mzsr
8453C;5717.87;15.10.2024;mzsr
8454C;7730.32;15.10.2024;mzsr
84575;4.26;15.10.2024;mzsr
8467E;1676.99;04.06.2025;mzsr
8468E;1508.56;04.06.2025;mzsr
8469E;1680.12;04.06.2025;mzsr
8474B;2.10;15.10.2024;mzsr
84756;0.75;15.10.2024;mzsr
84758;2.25;15.10.2024;mzsr
84760;1.50;15.10.2024;mzsr
84762;4.50;15.10.2024;mzsr
84766;1.92;15.10.2024;mzsr
8476A;137.62;15.10.2024;mzsr
8477A;275.25;15.10.2024;mzsr
8478A;550.49;15.10.2024;mzsr
8479E;0.60;02.09.2025;mzsr
84800;4.06;15.10.2024;mzsr
8480C;365.55;15.10.2024;mzsr
8481C;394.70;15.10.2024;mzsr
84826;5.26;15.10.2024;mzsr
8482C;452.73;15.10.2024;mzsr
8483E;1.80;02.09.2025;mzsr
8485C;365.57;15.10.2024;mzsr
8486C;394.73;15.10.2024;mzsr
8487C;452.76;15.10.2024;mzsr
8491B;4.20;15.10.2024;mzsr
8495D;29.24;15.10.2024;mzsr
8496D;71.73;15.10.2024;mzsr
8497A;14.49;15.10.2024;mzsr
8497D;100.00;15.10.2024;mzsr
84984;5.60;15.10.2024;mzsr
8498A;21.76;15.10.2024;mzsr
8498D;142.66;15.10.2024;mzsr
84990;19.60;15.10.2024;mzsr
8499A;29.02;15.10.2024;mzsr
8499D;213.73;15.10.2024;mzsr
85035;508.72;15.10.2024;mzsr
85038;57.02;15.10.2024;mzsr
85039;56.93;15.10.2024;mzsr
8503C;203.09;15.10.2024;mzsr
85040;179.81;15.10.2024;mzsr
85044;2.14;15.10.2024;mzsr
85060;1.40;15.10.2024;mzsr
8507C;507.20;15.10.2024;mzsr
8508B;9.87;15.10.2024;mzsr
8510C;760.74;15.10.2024;mzsr
8513A;1490.91;15.10.2024;mzsr
85140;10.33;15.10.2024;mzsr
85145;101.91;15.10.2024;mzsr
85147;101.61;15.10.2024;mzsr
85159;24.33;15.10.2024;mzsr
8516A;2969.81;15.10.2024;mzsr
8519A;2969.81;15.10.2024;mzsr
85209;101.74;15.10.2024;mzsr
8522E;1.14;02.09.2025;mzsr
8525B;12.19;15.10.2024;mzsr
8526E;3.60;01.07.2025;mzsr
8529D;468.52;15.10.2024;mzsr
8530B;403.70;15.10.2024;mzsr
8531B;527.12;15.10.2024;mzsr
8541D;1851.58;15.10.2024;mzsr
85485;5.94;15.10.2024;mzsr
85488;17.75;15.10.2024;mzsr
8549D;468.54;15.10.2024;mzsr
8551A;22.29;15.10.2024;mzsr
8556C;365.55;15.10.2024;mzsr
8560C;394.70;15.10.2024;mzsr
8562C;452.76;15.10.2024;mzsr
8562D;31.95;15.10.2024;mzsr
8563C;7.90;15.10.2024;mzsr
8566E;1.80;04.08.2025;mzsr
85677;727.54;15.10.2024;mzsr
8567C;27.64;15.10.2024;mzsr
8567D;426.26;02.09.2025;mzsr
8570E;5.40;04.08.2025;mzsr
85719;6.24;15.10.2024;mzsr
85734;7.86;15.10.2024;mzsr
85737;15.76;15.10.2024;mzsr
8574C;4.20;15.10.2024;mzsr
8580C;4.95;15.10.2024;mzsr
8580D;426.26;01.04.2025;mzsr
8581B;42.36;15.10.2024;mzsr
85864;1.89;15.10.2024;mzsr
8586C;6.30;15.10.2024;mzsr
8588B;42.50;15.10.2024;mzsr
8592C;7.05;15.10.2024;mzsr
85937;3.93;15.10.2024;mzsr
85957;4.77;15.10.2024;mzsr
8595B;41.50;15.10.2024;mzsr
8596D;94.58;15.10.2024;mzsr
85972;22.54;15.10.2024;mzsr
85975;29.22;15.10.2024;mzsr
8597C;183.80;15.10.2024;mzsr
8597D;118.01;15.10.2024;mzsr
8598D;175.49;15.10.2024;mzsr
8600C;183.80;15.10.2024;mzsr
8602B;42.72;15.10.2024;mzsr
86037;512.48;15.10.2024;mzsr
86049;1025.02;15.10.2024;mzsr
86057;9.98;03.01.2025;mzsr
8607E;2.88;02.09.2025;mzsr
86085;10.08;15.10.2024;mzsr
86087;33.60;15.10.2024;mzsr
8608B;42.80;15.10.2024;mzsr
8608D;468.51;15.10.2024;mzsr
86092;24.41;15.10.2024;mzsr
86104;2.10;15.10.2024;mzsr
86114;3.00;15.10.2024;mzsr
86119;9.80;15.10.2024;mzsr
8611E;8.64;02.09.2025;mzsr
86121;5.60;15.10.2024;mzsr
86430;58.68;15.10.2024;mzsr
86431;11.16;15.10.2024;mzsr
86434;44.64;15.10.2024;mzsr
8645D;468.51;15.10.2024;mzsr
8646B;1124.14;15.10.2024;mzsr
8647B;1670.57;15.10.2024;mzsr
8648B;137.62;15.10.2024;mzsr
8649B;275.25;15.10.2024;mzsr
8650B;550.49;15.10.2024;mzsr
8650E;4.32;04.08.2025;mzsr
8651B;825.74;15.10.2024;mzsr
8654D;1721.78;15.10.2024;mzsr
8657B;414.25;15.10.2024;mzsr
86604;5.34;15.10.2024;mzsr
86632;44.55;15.10.2024;mzsr
86635;97.21;15.10.2024;mzsr
86656;0.81;15.10.2024;mzsr
8668D;624.00;15.10.2024;mzsr
8683D;5.28;15.10.2024;mzsr
86846;1.12;15.10.2024;mzsr
86858;2.24;15.10.2024;mzsr
8687D;15.81;15.10.2024;mzsr
86901;28.10;15.10.2024;mzsr
86905;4.01;15.10.2024;mzsr
86912;5.25;15.10.2024;mzsr
86913;8.75;15.10.2024;mzsr
8691E;3.60;02.09.2025;mzsr
86922;14.39;15.10.2024;mzsr
86923;3.60;15.10.2024;mzsr
86926;2058.93;15.10.2024;mzsr
86931;25.29;15.10.2024;mzsr
86932;42.15;15.10.2024;mzsr
86952;1.76;15.10.2024;mzsr
8695E;10.80;01.07.2025;mzsr
8697B;17.24;15.10.2024;mzsr
8702D;0.45;02.12.2024;mzsr
8703B;23.90;15.10.2024;mzsr
87049;3.53;15.10.2024;mzsr
87055;11.34;15.10.2024;mzsr
8709B;31.45;15.10.2024;mzsr
8712D;468.52;15.10.2024;mzsr
87130;4.57;15.10.2024;mzsr
87161;3.00;15.10.2024;mzsr
87162;9.00;15.10.2024;mzsr
87164;2.25;15.10.2024;mzsr
87165;6.75;15.10.2024;mzsr
87205;28.41;15.10.2024;mzsr
8722D;12.24;15.10.2024;mzsr
87238;75.06;15.10.2024;mzsr
87239;150.11;15.10.2024;mzsr
8723B;0.56;15.10.2024;mzsr
87240;300.22;15.10.2024;mzsr
8726B;1.12;15.10.2024;mzsr
87279;465.10;15.10.2024;mzsr
87281;930.20;15.10.2024;mzsr
87283;232.55;15.10.2024;mzsr
87285;465.10;15.10.2024;mzsr
87287;930.20;15.10.2024;mzsr
87299;37.10;15.10.2024;mzsr
8731B;16.80;15.10.2024;mzsr
8732D;10.47;15.10.2024;mzsr
8734E;13.45;01.07.2025;mzsr
87371;1489.70;15.10.2024;mzsr
8739E;12.84;01.07.2025;mzsr
87403;7.68;15.10.2024;mzsr
8746A;522.91;15.10.2024;mzsr
87494;13.60;15.10.2024;mzsr
8758D;8.12;15.10.2024;mzsr
87597;2291.66;15.10.2024;mzsr
87598;2303.96;15.10.2024;mzsr
8759E;40.50;01.07.2025;mzsr
87601;795.80;15.10.2024;mzsr
87603;70.20;15.10.2024;mzsr
87609;1591.57;15.10.2024;mzsr
8760E;2.61;04.06.2025;mzsr
8761D;28.41;15.10.2024;mzsr
8769D;4.68;15.10.2024;mzsr
8770D;9.36;15.10.2024;mzsr
8778A;3.90;15.10.2024;mzsr
8780A;11.70;15.10.2024;mzsr
87814;23.88;15.10.2024;mzsr
8783A;4.35;15.10.2024;mzsr
8785A;13.05;15.10.2024;mzsr
8788A;6.00;15.10.2024;mzsr
8790A;18.00;15.10.2024;mzsr
8793A;6.45;15.10.2024;mzsr
8795A;19.35;15.10.2024;mzsr
8798A;4.89;15.10.2024;mzsr
8804B;18.00;15.10.2024;mzsr
88115;45.71;15.10.2024;mzsr
88174;7.13;15.10.2024;mzsr
88300;2.12;15.10.2024;mzsr
88356;23.23;04.03.2025;mzsr
8838D;6.54;15.10.2024;mzsr
8839D;19.62;15.10.2024;mzsr
8846D;8.28;15.10.2024;mzsr
88471;10.51;15.10.2024;mzsr
88472;13.54;15.10.2024;mzsr
8847D;24.84;15.10.2024;mzsr
88480;4.47;15.10.2024;mzsr
88498;12.46;15.10.2024;mzsr
88518;2.01;15.10.2024;mzsr
8851C;75.73;15.10.2024;mzsr
8852C;77.62;15.10.2024;mzsr
8853A;42.33;15.10.2024;mzsr
8854C;77.66;15.10.2024;mzsr
8855A;138.28;15.10.2024;mzsr
8859A;4.23;15.10.2024;mzsr
8860E;106.53;01.07.2025;mzsr
8862E;13.36;04.08.2025;mzsr
8863C;14.71;15.10.2024;mzsr
8864D;2.46;15.10.2024;mzsr
8864E;46.76;04.08.2025;mzsr
8866D;7.38;15.10.2024;mzsr
8866E;9.86;04.08.2025;mzsr
8868D;3.60;15.10.2024;mzsr
8868E;34.51;04.08.2025;mzsr
8870D;10.80;15.10.2024;mzsr
8871D;525.61;15.10.2024;mzsr
88734;0.54;15.10.2024;mzsr
8873A;8.71;15.10.2024;mzsr
88746;1.80;15.10.2024;mzsr
8876C;29.42;15.10.2024;mzsr
8876D;485.66;04.03.2025;mzsr
8877A;52.26;15.10.2024;mzsr
8884A;11.67;15.10.2024;mzsr
8887E;30.42;01.07.2025;mzsr
8888A;69.68;15.10.2024;mzsr
8889C;43.58;15.10.2024;mzsr
8891D;18.99;04.08.2025;mzsr
88925;4.55;15.10.2024;mzsr
88939;2.41;15.10.2024;mzsr
88952;11.46;15.10.2024;mzsr
8895A;14.51;15.10.2024;mzsr
88980;17.39;15.10.2024;mzsr
88982;44.55;15.10.2024;mzsr
88984;97.21;15.10.2024;mzsr
88988;183.87;15.10.2024;mzsr
8899A;87.10;15.10.2024;mzsr
89014;3.03;15.10.2024;mzsr
8901B;66.64;15.10.2024;mzsr
89022;3.33;15.10.2024;mzsr
89027;75.06;15.10.2024;mzsr
89028;150.11;15.10.2024;mzsr
89029;300.22;15.10.2024;mzsr
8902C;54.47;15.10.2024;mzsr
89032;9.99;15.10.2024;mzsr
8904E;17.72;04.08.2025;mzsr
8906A;16.75;15.10.2024;mzsr
89076;4.79;15.10.2024;mzsr
89078;7.45;15.10.2024;mzsr
8907D;18.99;04.08.2025;mzsr
8908E;17.72;04.08.2025;mzsr
89109;2.10;15.10.2024;mzsr
8910A;100.50;15.10.2024;mzsr
8910E;18.99;03.10.2025;mzsr
8911E;63.30;03.10.2025;mzsr
89129;4.20;15.10.2024;mzsr
89132;12.60;15.10.2024;mzsr
89134;18.93;15.10.2024;mzsr
89136;1.89;15.10.2024;mzsr
8914E;18.99;03.10.2025;mzsr
8915E;63.30;03.10.2025;mzsr
8917A;20.33;15.10.2024;mzsr
8921A;121.94;15.10.2024;mzsr
89295;3.72;15.10.2024;mzsr
8929D;50.05;15.10.2024;mzsr
8932A;134.47;15.10.2024;mzsr
8934D;75.80;15.10.2024;mzsr
8935C;299328.46;15.10.2024;mzsr
8938C;1395.30;15.10.2024;mzsr
89417;1.68;15.10.2024;mzsr
8943A;141.49;15.10.2024;mzsr
89440;5.18;15.10.2024;mzsr
89445;16.65;15.10.2024;mzsr
8950A;24.41;15.10.2024;mzsr
8951D;90.05;15.10.2024;mzsr
8954A;146.18;15.10.2024;mzsr
89567;8.12;15.10.2024;mzsr
8958B;3.72;15.10.2024;mzsr
8959B;6.20;15.10.2024;mzsr
8960B;12.40;15.10.2024;mzsr
89611;1.23;15.10.2024;mzsr
