SUKL kod;Celkova cena;Datum zmeny;Zdroj
2994D;35.82;15.10.2024;mzsr
3000D;49.03;15.10.2024;mzsr
30028;4.89;15.10.2024;mzsr
30031;9.78;15.10.2024;mzsr
30073;10.01;15.10.2024;mzsr
3008D;84.54;15.10.2024;mzsr
30109;5.35;15.10.2024;mzsr
30124;32.88;15.10.2024;mzsr
3012A;21.81;15.10.2024;mzsr
30137;6.80;15.10.2024;mzsr
30171;4.51;15.10.2024;mzsr
30181;2.25;15.10.2024;mzsr
30185;27.00;15.10.2024;mzsr
30196;24.20;15.10.2024;mzsr
30221;7.26;15.10.2024;mzsr
3022D;264.68;15.10.2024;mzsr
3022E;7.23;15.10.2024;mzsr
30233;27.00;15.10.2024;mzsr
3023B;20.37;15.10.2024;mzsr
30242;24.20;15.10.2024;mzsr
3027E;133.05;15.10.2024;mzsr
3029B;21.27;15.10.2024;mzsr
3037B;0.63;15.10.2024;mzsr
30401;1.62;15.10.2024;mzsr
30403;2.70;15.10.2024;mzsr
30405;5.40;15.10.2024;mzsr
3040C;4710.94;15.10.2024;mzsr
30411;20.37;15.10.2024;mzsr
30416;21.27;15.10.2024;mzsr
3041B;1.89;15.10.2024;mzsr
30434;4.23;15.10.2024;mzsr
30446;7.08;15.10.2024;mzsr
3049B;1.26;15.10.2024;mzsr
3053B;3.78;15.10.2024;mzsr
3061B;3.00;15.10.2024;mzsr
3065B;9.00;15.10.2024;mzsr
30669;94.95;15.10.2024;mzsr
30688;209.27;15.10.2024;mzsr
3070C;10970.14;15.10.2024;mzsr
3071C;1041.10;15.10.2024;mzsr
3073B;3.84;15.10.2024;mzsr
3077B;11.52;15.10.2024;mzsr
30786;1.68;15.10.2024;mzsr
30797;1.26;15.10.2024;mzsr
30832;27.44;15.10.2024;mzsr
30833;41.16;15.10.2024;mzsr
30834;96.04;15.10.2024;mzsr
30838;27.44;15.10.2024;mzsr
3083B;1187.74;15.10.2024;mzsr
30842;96.04;15.10.2024;mzsr
3085B;2120.71;15.10.2024;mzsr
3088E;793.40;15.10.2024;mzsr
3091E;799.11;15.10.2024;mzsr
3101A;3.33;15.10.2024;mzsr
3101B;3.02;15.10.2024;mzsr
3102D;2.34;15.10.2024;mzsr
31035;1.62;15.10.2024;mzsr
31038;2.70;15.10.2024;mzsr
31040;5.40;15.10.2024;mzsr
31044;1.90;15.10.2024;mzsr
3105D;4.68;15.10.2024;mzsr
3106A;9.99;15.10.2024;mzsr
3113E;298.31;15.10.2024;mzsr
3118A;3.33;15.10.2024;mzsr
31200;20.05;15.10.2024;mzsr
31238;40.10;15.10.2024;mzsr
31259;80.19;15.10.2024;mzsr
31298;14.95;15.10.2024;mzsr
31393;18.78;15.10.2024;mzsr
31552;25.92;15.10.2024;mzsr
3163C;542.69;15.10.2024;mzsr
3170D;30.69;15.10.2024;mzsr
31740;336.85;15.10.2024;mzsr
31825;21.46;15.10.2024;mzsr
3187D;193.50;15.10.2024;mzsr
3188E;2552.13;15.10.2024;mzsr
3189E;50.30;15.10.2024;mzsr
31907;1.62;15.10.2024;mzsr
31908;2.70;15.10.2024;mzsr
3190A;6.14;15.10.2024;mzsr
3190D;281.63;15.10.2024;mzsr
31910;5.40;15.10.2024;mzsr
3191A;4.84;15.10.2024;mzsr
3191E;150.89;15.10.2024;mzsr
3193E;301.76;15.10.2024;mzsr
31960;2.44;15.10.2024;mzsr
31963;4.88;15.10.2024;mzsr
3199D;264.68;15.10.2024;mzsr
3206B;41.63;15.10.2024;mzsr
32086;1.31;15.10.2024;mzsr
3210B;50.05;15.10.2024;mzsr
3216D;0.47;15.10.2024;mzsr
3220B;378.98;15.10.2024;mzsr
3220E;48.28;04.03.2025;mzsr
3224E;8.79;15.10.2024;mzsr
3226B;582.27;15.10.2024;mzsr
3226E;26.37;15.10.2024;mzsr
3229E;36.65;15.10.2024;mzsr
3230D;0.33;15.10.2024;mzsr
32377;1.90;15.10.2024;mzsr
3238A;23.65;15.10.2024;mzsr
32409;11.84;15.10.2024;mzsr
3242B;86.76;15.10.2024;mzsr
3242C;897.73;15.10.2024;mzsr
3242D;21.85;15.10.2024;mzsr
32439;22.20;15.10.2024;mzsr
3246D;24.45;15.10.2024;mzsr
32501;10.71;15.10.2024;mzsr
32503;1247.80;15.10.2024;mzsr
3250D;36.99;15.10.2024;mzsr
3251A;3478.18;15.10.2024;mzsr
3253A;4128.59;15.10.2024;mzsr
32646;2648.70;15.10.2024;mzsr
32651;73.10;15.10.2024;mzsr
32652;72.58;15.10.2024;mzsr
3265A;2952.72;15.10.2024;mzsr
32668;1307.10;15.10.2024;mzsr
32669;3678.22;15.10.2024;mzsr
3267B;4.70;15.10.2024;mzsr
3270A;11.16;15.10.2024;mzsr
3270B;9.82;15.10.2024;mzsr
3272D;6.82;15.10.2024;mzsr
3273B;15.30;15.10.2024;mzsr
3276B;29.70;15.10.2024;mzsr
32783;0.98;15.10.2024;mzsr
32784;3.93;15.10.2024;mzsr
3279B;41.63;15.10.2024;mzsr
3287D;704.12;15.10.2024;mzsr
3289D;213.84;15.10.2024;mzsr
32938;4.47;15.10.2024;mzsr
32939;14.90;15.10.2024;mzsr
3293D;653.25;15.10.2024;mzsr
32941;44.70;15.10.2024;mzsr
3296E;8.12;15.10.2024;mzsr
3297D;2286.44;15.10.2024;mzsr
3301E;28.41;15.10.2024;mzsr
3303A;39.16;15.10.2024;mzsr
3304A;137.10;15.10.2024;mzsr
3313B;46.56;15.10.2024;mzsr
33145;6.74;15.10.2024;mzsr
33163;4.40;15.10.2024;mzsr
33168;7.13;15.10.2024;mzsr
3316A;1.47;15.10.2024;mzsr
33187;3.35;15.10.2024;mzsr
3318A;2.94;15.10.2024;mzsr
33199;13.00;15.10.2024;mzsr
33200;2.12;15.10.2024;mzsr
33218;1.49;15.10.2024;mzsr
33219;2.99;15.10.2024;mzsr
33232;2.78;15.10.2024;mzsr
33239;1.62;15.10.2024;mzsr
33279;5.34;15.10.2024;mzsr
33291;4.83;15.10.2024;mzsr
33292;9.66;15.10.2024;mzsr
3333D;1059.48;15.10.2024;mzsr
33342;5.36;15.10.2024;mzsr
33348;10.71;15.10.2024;mzsr
33372;4.80;15.10.2024;mzsr
33427;0.80;15.10.2024;mzsr
33428;1.91;15.10.2024;mzsr
33429;2.04;15.10.2024;mzsr
3343D;26.36;15.10.2024;mzsr
33446;0.84;15.10.2024;mzsr
33453;1.44;15.10.2024;mzsr
33464;0.68;15.10.2024;mzsr
33468;1.35;15.10.2024;mzsr
33472;2.67;15.10.2024;mzsr
3347D;39.39;15.10.2024;mzsr
33490;22.89;15.10.2024;mzsr
33494;0.41;15.10.2024;mzsr
33497;5.94;15.10.2024;mzsr
3349B;272.52;15.10.2024;mzsr
33520;2.43;15.10.2024;mzsr
33522;4.06;15.10.2024;mzsr
3356B;558.42;15.10.2024;mzsr
33577;0.99;15.10.2024;mzsr
33579;1.98;15.10.2024;mzsr
33602;7.50;15.10.2024;mzsr
33605;14.28;04.02.2025;mzsr
33623;12.34;04.02.2025;mzsr
33636;14.15;15.10.2024;mzsr
33638;12.35;04.02.2025;mzsr
3366E;580.12;02.09.2025;mzsr
33681;0.84;15.10.2024;mzsr
3371E;298.31;15.10.2024;mzsr
33763;2.70;15.10.2024;mzsr
33770;21.87;15.10.2024;mzsr
33788;0.45;15.10.2024;mzsr
33789;0.90;15.10.2024;mzsr
3381A;14.43;15.10.2024;mzsr
3383A;43.29;15.10.2024;mzsr
33841;2.76;15.10.2024;mzsr
33850;17.77;15.10.2024;mzsr
33921;0.89;15.10.2024;mzsr
33922;3.57;15.10.2024;mzsr
3392C;1.12;15.10.2024;mzsr
33976;10.77;15.10.2024;mzsr
33998;99.60;15.10.2024;mzsr
3399A;10.23;15.10.2024;mzsr
34008;3.50;15.10.2024;mzsr
34010;18.10;15.10.2024;mzsr
3401A;30.69;15.10.2024;mzsr
34045;76.00;15.10.2024;mzsr
34059;65.27;15.10.2024;mzsr
3406A;668.62;15.10.2024;mzsr
3410D;6.20;15.10.2024;mzsr
34171;0.72;15.10.2024;mzsr
34178;8.63;15.10.2024;mzsr
34188;5.90;15.10.2024;mzsr
34192;7.86;15.10.2024;mzsr
34221;1.56;15.10.2024;mzsr
34253;5.70;15.10.2024;mzsr
34254;10.49;15.10.2024;mzsr
34261;11.40;15.10.2024;mzsr
3426B;46.54;15.10.2024;mzsr
34278;4.53;15.10.2024;mzsr
34289;1.79;15.10.2024;mzsr
3428B;137.62;15.10.2024;mzsr
3428D;7.45;15.10.2024;mzsr
34292;1.96;15.10.2024;mzsr
34294;3.93;15.10.2024;mzsr
34295;3.57;15.10.2024;mzsr
3429B;275.25;15.10.2024;mzsr
3430B;550.49;15.10.2024;mzsr
34316;4.68;15.10.2024;mzsr
3431B;1100.98;15.10.2024;mzsr
34341;360.42;15.10.2024;mzsr
34351;3.84;15.10.2024;mzsr
34353;12.80;15.10.2024;mzsr
3436A;3.84;15.10.2024;mzsr
34381;1.62;15.10.2024;mzsr
34398;7.50;15.10.2024;mzsr
34400;11.25;15.10.2024;mzsr
34401;15.00;15.10.2024;mzsr
34406;17.10;15.10.2024;mzsr
34407;22.80;15.10.2024;mzsr
34410;5.28;15.10.2024;mzsr
34411;17.25;15.10.2024;mzsr
3446A;11.52;15.10.2024;mzsr
3449C;161.38;15.10.2024;mzsr
3451C;92.60;15.10.2024;mzsr
34542;1.31;15.10.2024;mzsr
34546;2.07;15.10.2024;mzsr
3455D;14.90;15.10.2024;mzsr
34580;0.70;15.10.2024;mzsr
34582;1.39;15.10.2024;mzsr
34584;2.80;15.10.2024;mzsr
3459C;155.06;15.10.2024;mzsr
3461C;0.15;15.10.2024;mzsr
3462C;0.38;15.10.2024;mzsr
3463C;0.75;15.10.2024;mzsr
34640;1.12;15.10.2024;mzsr
3464A;58.10;15.10.2024;mzsr
3464C;1.50;15.10.2024;mzsr
3465C;155.06;15.10.2024;mzsr
3469C;657.95;15.10.2024;mzsr
3469D;2.49;15.10.2024;mzsr
34702;4.31;15.10.2024;mzsr
3470D;4.98;15.10.2024;mzsr
3471D;7.47;15.10.2024;mzsr
34740;1.50;15.10.2024;mzsr
34742;3.75;15.10.2024;mzsr
34743;1.10;15.10.2024;mzsr
34745;2.76;15.10.2024;mzsr
34748;8.00;15.10.2024;mzsr
3474D;33.37;15.10.2024;mzsr
3475D;10315.69;15.10.2024;mzsr
34801;4.80;04.03.2025;mzsr
3482B;4.45;15.10.2024;mzsr
34846;5.56;15.10.2024;mzsr
34859;1.68;15.10.2024;mzsr
34862;1.26;15.10.2024;mzsr
34865;2.28;15.10.2024;mzsr
3487B;19.07;15.10.2024;mzsr
34886;0.45;15.10.2024;mzsr
34889;0.87;15.10.2024;mzsr
3488E;129.63;02.09.2025;mzsr
34905;426.75;15.10.2024;mzsr
34921;2.45;15.10.2024;mzsr
34922;4.89;15.10.2024;mzsr
3492A;1.56;15.10.2024;mzsr
3492B;2.97;15.10.2024;mzsr
34950;71.69;15.10.2024;mzsr
3497B;12.72;15.10.2024;mzsr
35021;2.23;15.10.2024;mzsr
35023;13.74;15.10.2024;mzsr
35059;3.84;15.10.2024;mzsr
35061;7.68;15.10.2024;mzsr
35064;3.02;15.10.2024;mzsr
35066;6.03;15.10.2024;mzsr
35068;12.05;15.10.2024;mzsr
35071;3.00;15.10.2024;mzsr
35073;6.00;15.10.2024;mzsr
35075;12.00;15.10.2024;mzsr
3516C;21.33;15.10.2024;mzsr
35202;3.81;15.10.2024;mzsr
35206;4.45;15.10.2024;mzsr
35207;13.35;15.10.2024;mzsr
35235;4.56;15.10.2024;mzsr
35237;6.84;15.10.2024;mzsr
35244;2.46;15.10.2024;mzsr
35245;7.38;15.10.2024;mzsr
35252;9.27;15.10.2024;mzsr
35253;46.32;15.10.2024;mzsr
3528D;5.31;15.10.2024;mzsr
35321;2.46;15.10.2024;mzsr
35324;7.38;15.10.2024;mzsr
3535A;8.40;15.10.2024;mzsr
35381;15.37;15.10.2024;mzsr
35383;3.16;15.10.2024;mzsr
3538C;39.95;15.10.2024;mzsr
35456;9.72;15.10.2024;mzsr
35457;29.16;15.10.2024;mzsr
35459;25.92;15.10.2024;mzsr
35543;306.37;15.10.2024;mzsr
3557D;10.21;15.10.2024;mzsr
35586;6.81;15.10.2024;mzsr
3558A;2.25;15.10.2024;mzsr
3559A;7.86;15.10.2024;mzsr
3560C;74.13;15.10.2024;mzsr
3562E;2.02;15.10.2024;mzsr
3563E;2.02;15.10.2024;mzsr
35672;40.52;15.10.2024;mzsr
35677;1259.42;15.10.2024;mzsr
3568A;514.62;15.10.2024;mzsr
3568E;29.34;15.10.2024;mzsr
3569A;1029.24;15.10.2024;mzsr
3570E;29.40;15.10.2024;mzsr
35715;1.76;15.10.2024;mzsr
35716;3.51;15.10.2024;mzsr
35723;2.44;15.10.2024;mzsr
35777;24.21;15.10.2024;mzsr
35796;24.21;15.10.2024;mzsr
35799;48.42;15.10.2024;mzsr
3580E;15.37;15.10.2024;mzsr
35816;8.22;15.10.2024;mzsr
3581E;30.78;04.11.2024;mzsr
35837;13.88;15.10.2024;mzsr
3584B;95.44;15.10.2024;mzsr
3585C;183.80;15.10.2024;mzsr
3588E;1444.71;03.10.2025;mzsr
35900;9.59;03.10.2025;mzsr
3590D;66.48;15.10.2024;mzsr
35915;292.17;15.10.2024;mzsr
35916;621.81;15.10.2024;mzsr
35917;1056.14;15.10.2024;mzsr
3592D;1083.73;15.10.2024;mzsr
3592E;2.30;15.10.2024;mzsr
35937;6.96;15.10.2024;mzsr
35947;3.23;15.10.2024;mzsr
35950;2.70;15.10.2024;mzsr
35965;19.99;15.10.2024;mzsr
3599B;2.52;15.10.2024;mzsr
3600B;5.04;15.10.2024;mzsr
3606A;3.93;15.10.2024;mzsr
3608C;224.56;15.10.2024;mzsr
3609E;298.30;15.10.2024;mzsr
36130;0.50;15.10.2024;mzsr
36136;0.99;15.10.2024;mzsr
36138;1.98;15.10.2024;mzsr
3617D;13.77;15.10.2024;mzsr
36227;692.33;15.10.2024;mzsr
36243;3.23;15.10.2024;mzsr
36249;6.47;15.10.2024;mzsr
3627A;5.90;15.10.2024;mzsr
3628D;23.80;02.09.2025;mzsr
3629C;1.55;15.10.2024;mzsr
3629D;1992.80;15.10.2024;mzsr
36302;10.08;15.10.2024;mzsr
36306;16.53;15.10.2024;mzsr
3630D;2977.76;15.10.2024;mzsr
36310;23.81;15.10.2024;mzsr
36314;26.28;15.10.2024;mzsr
36318;10.08;15.10.2024;mzsr
36322;16.52;15.10.2024;mzsr
36330;26.27;15.10.2024;mzsr
36360;225.10;15.10.2024;mzsr
36379;131.14;15.10.2024;mzsr
36386;175.58;15.10.2024;mzsr
36424;94.46;15.10.2024;mzsr
36435;1.04;15.10.2024;mzsr
3643E;298.30;15.10.2024;mzsr
36443;1.35;15.10.2024;mzsr
36444;2.70;15.10.2024;mzsr
3646E;1.77;15.10.2024;mzsr
3648A;7.86;15.10.2024;mzsr
3648E;5.31;15.10.2024;mzsr
36538;4.56;15.10.2024;mzsr
36545;545.35;15.10.2024;mzsr
36550;26.99;15.10.2024;mzsr
36556;13.29;15.10.2024;mzsr
3655C;20.37;15.10.2024;mzsr
36566;33.15;15.10.2024;mzsr
36570;66.30;15.10.2024;mzsr
36573;3.53;15.10.2024;mzsr
3658A;7.15;15.10.2024;mzsr
36590;7.05;15.10.2024;mzsr
36609;3.00;15.10.2024;mzsr
3661C;21.27;15.10.2024;mzsr
36628;5.69;15.10.2024;mzsr
3662D;5.16;15.10.2024;mzsr
3662E;26.50;04.06.2025;mzsr
3666D;10.32;15.10.2024;mzsr
3671C;2.99;15.10.2024;mzsr
36737;12.07;15.10.2024;mzsr
3674C;135.48;15.10.2024;mzsr
36753;251.10;15.10.2024;mzsr
36757;409.69;15.10.2024;mzsr
3675C;254.52;15.10.2024;mzsr
3676C;503.64;15.10.2024;mzsr
3678C;997.29;15.10.2024;mzsr
3680C;1338.53;15.10.2024;mzsr
3687D;61.22;15.10.2024;mzsr
3688D;8662.56;15.10.2024;mzsr
3691D;430.29;15.10.2024;mzsr
36926;7.78;15.10.2024;mzsr
36927;23.35;15.10.2024;mzsr
3693D;1826.83;15.10.2024;mzsr
36943;24.50;15.10.2024;mzsr
3695D;1826.83;15.10.2024;mzsr
3697D;1826.83;15.10.2024;mzsr
37040;24.50;15.10.2024;mzsr
37070;2.95;15.10.2024;mzsr
37071;7.37;15.10.2024;mzsr
37072;59.61;15.10.2024;mzsr
37073;242.71;15.10.2024;mzsr
37077;1.44;15.10.2024;mzsr
37078;0.84;15.10.2024;mzsr
37079;3.00;15.10.2024;mzsr
37080;6.00;15.10.2024;mzsr
37099;0.99;15.10.2024;mzsr
37101;1.98;15.10.2024;mzsr
37109;1.49;15.10.2024;mzsr
37173;3.96;15.10.2024;mzsr
37177;11.88;15.10.2024;mzsr
3719D;239.58;15.10.2024;mzsr
37203;3.96;15.10.2024;mzsr
37207;11.88;15.10.2024;mzsr
37233;9.90;15.10.2024;mzsr
3723D;82.85;15.10.2024;mzsr
3724D;301.76;15.10.2024;mzsr
37256;21.65;15.10.2024;mzsr
3728D;5.16;15.10.2024;mzsr
37293;9.80;15.10.2024;mzsr
3730D;10.32;15.10.2024;mzsr
3732D;10.32;15.10.2024;mzsr
3734D;20.64;15.10.2024;mzsr
37369;1205.94;15.10.2024;mzsr
37378;7.00;15.10.2024;mzsr
37381;14.00;15.10.2024;mzsr
37385;8.06;15.10.2024;mzsr
37388;16.13;15.10.2024;mzsr
37402;8.50;15.10.2024;mzsr
37422;1.62;15.10.2024;mzsr
37443;12.79;15.10.2024;mzsr
37450;1375.48;15.10.2024;mzsr
37500;0.45;15.10.2024;mzsr
37528;0.90;15.10.2024;mzsr
37581;22.05;15.10.2024;mzsr
37586;6.81;15.10.2024;mzsr
3761C;4.82;15.10.2024;mzsr
3762D;8.81;15.10.2024;mzsr
3763E;20.20;15.10.2024;mzsr
37695;2.40;15.10.2024;mzsr
37698;8.00;15.10.2024;mzsr
3769D;8.12;15.10.2024;mzsr
37700;3.59;15.10.2024;mzsr
37703;12.00;15.10.2024;mzsr
37705;4.84;15.10.2024;mzsr
37718;16.00;15.10.2024;mzsr
37719;2425.84;15.10.2024;mzsr
3774D;28.41;15.10.2024;mzsr
37752;7.50;15.10.2024;mzsr
37757;6.00;15.10.2024;mzsr
37767;11.40;15.10.2024;mzsr
3781E;4.83;15.10.2024;mzsr
3784E;6.81;15.10.2024;mzsr
37873;52.19;15.10.2024;mzsr
37878;99.45;15.10.2024;mzsr
3787E;7.68;15.10.2024;mzsr
37942;1.90;15.10.2024;mzsr
38038;9.27;15.10.2024;mzsr
3803E;42.30;15.10.2024;mzsr
38041;13.74;15.10.2024;mzsr
38044;2.08;15.10.2024;mzsr
3804A;29.40;15.10.2024;mzsr
3805B;29.61;15.10.2024;mzsr
3806A;82.32;15.10.2024;mzsr
38084;3.24;15.10.2024;mzsr
3808A;82.32;15.10.2024;mzsr
38102;4.06;15.10.2024;mzsr
38105;12.18;15.10.2024;mzsr
38108;5.26;15.10.2024;mzsr
3818E;12.98;15.10.2024;mzsr
3824E;298.30;15.10.2024;mzsr
38264;2.10;15.10.2024;mzsr
38270;2.80;15.10.2024;mzsr
38273;8.40;15.10.2024;mzsr
38291;10.08;15.10.2024;mzsr
38295;16.52;15.10.2024;mzsr
38299;23.79;15.10.2024;mzsr
38303;26.27;15.10.2024;mzsr
3830E;174.00;15.10.2024;mzsr
3843A;58.10;15.10.2024;mzsr
3851D;90.05;15.10.2024;mzsr
3851E;14.70;15.10.2024;mzsr
3852E;27.60;15.10.2024;mzsr
3854E;88.05;15.10.2024;mzsr
3860B;9.96;15.10.2024;mzsr
38616;3.38;15.10.2024;mzsr
38629;2.77;15.10.2024;mzsr
3862A;29.67;15.10.2024;mzsr
3862E;29.40;15.10.2024;mzsr
38631;5.53;15.10.2024;mzsr
3863E;88.20;15.10.2024;mzsr
38641;4.73;15.10.2024;mzsr
38643;9.43;15.10.2024;mzsr
3864A;89.01;15.10.2024;mzsr
3870E;4.83;15.10.2024;mzsr
3876A;193.20;15.10.2024;mzsr
3877E;6.81;15.10.2024;mzsr
38782;2.30;15.10.2024;mzsr
38786;8.04;15.10.2024;mzsr
38788;3.36;15.10.2024;mzsr
3878D;7.13;15.10.2024;mzsr
38792;11.76;15.10.2024;mzsr
3879D;14.25;15.10.2024;mzsr
3883D;18.95;15.10.2024;mzsr
3883E;7.68;15.10.2024;mzsr
3885A;183.71;15.10.2024;mzsr
3891D;61.43;15.10.2024;mzsr
3893E;1.33;15.10.2024;mzsr
3895E;3.98;15.10.2024;mzsr
3901C;0.57;15.10.2024;mzsr
3902C;1.14;15.10.2024;mzsr
3903B;23.94;15.10.2024;mzsr
3907C;0.57;15.10.2024;mzsr
3908C;1.14;15.10.2024;mzsr
3908D;90.05;15.10.2024;mzsr
3913B;29.33;15.10.2024;mzsr
39164;4.31;15.10.2024;mzsr
3919B;29.29;15.10.2024;mzsr
3924C;14.48;15.10.2024;mzsr
39266;3.75;15.10.2024;mzsr
39274;2.76;15.10.2024;mzsr
39360;140.39;15.10.2024;mzsr
39424;24.19;15.10.2024;mzsr
39559;72.48;15.10.2024;mzsr
39566;140.40;15.10.2024;mzsr
39569;280.80;15.10.2024;mzsr
39614;3.72;15.10.2024;mzsr
39615;6.20;15.10.2024;mzsr
39616;12.40;15.10.2024;mzsr
39621;17.95;15.10.2024;mzsr
39626;12.15;15.10.2024;mzsr
39629;8.96;15.10.2024;mzsr
39634;59.70;15.10.2024;mzsr
3972C;17.24;15.10.2024;mzsr
39738;0.95;15.10.2024;mzsr
39741;2.37;15.10.2024;mzsr
39782;3.93;15.10.2024;mzsr
3978C;23.90;15.10.2024;mzsr
39799;7.30;15.10.2024;mzsr
39805;23.46;15.10.2024;mzsr
3980B;8.02;15.10.2024;mzsr
3984C;31.45;15.10.2024;mzsr
3985A;58.10;15.10.2024;mzsr
39908;4.65;15.10.2024;mzsr
3990A;193.20;15.10.2024;mzsr
39932;8.97;15.10.2024;mzsr
39955;17.69;15.10.2024;mzsr
3996A;183.71;15.10.2024;mzsr
39975;2.10;15.10.2024;mzsr
3997C;2.37;15.10.2024;mzsr
39980;4.20;15.10.2024;mzsr
39982;14.70;15.10.2024;mzsr
3998C;0.81;15.10.2024;mzsr
3999C;2.70;15.10.2024;mzsr
4000C;1.62;15.10.2024;mzsr
4001C;5.40;15.10.2024;mzsr
40032;13.29;15.10.2024;mzsr
40053;3.06;15.10.2024;mzsr
4008A;12.81;15.10.2024;mzsr
4010B;3.30;15.10.2024;mzsr
40128;7.80;15.10.2024;mzsr
4014A;42.70;15.10.2024;mzsr
40197;164.78;15.10.2024;mzsr
40200;2.25;15.10.2024;mzsr
40203;4.51;15.10.2024;mzsr
40206;2.25;15.10.2024;mzsr
40208;4.51;15.10.2024;mzsr
4020B;6.06;15.10.2024;mzsr
4023B;18.18;15.10.2024;mzsr
40268;13.35;15.10.2024;mzsr
4026A;193.20;15.10.2024;mzsr
40309;21.60;15.10.2024;mzsr
40312;28.30;15.10.2024;mzsr
40317;1.68;15.10.2024;mzsr
4031B;11.97;15.10.2024;mzsr
40322;0.92;15.10.2024;mzsr
4032D;0.11;15.10.2024;mzsr
40340;1.98;15.10.2024;mzsr
4035A;183.71;15.10.2024;mzsr
4037C;1.97;15.10.2024;mzsr
4042C;96.57;15.10.2024;mzsr
40430;1.63;15.10.2024;mzsr
40431;2.45;15.10.2024;mzsr
40432;4.08;15.10.2024;mzsr
4043C;152.10;15.10.2024;mzsr
40447;0.56;15.10.2024;mzsr
40449;2.00;15.10.2024;mzsr
4044C;283.43;15.10.2024;mzsr
40457;9.35;15.10.2024;mzsr
4047E;30.39;02.05.2025;mzsr
4049A;20.05;15.10.2024;mzsr
40511;9.12;15.10.2024;mzsr
40532;0.63;15.10.2024;mzsr
40534;1.89;15.10.2024;mzsr
40536;8.87;15.10.2024;mzsr
40538;1.26;15.10.2024;mzsr
40541;3.78;15.10.2024;mzsr
40542;4.55;15.10.2024;mzsr
40543;11.46;15.10.2024;mzsr
40550;71.89;15.10.2024;mzsr
40551;141.12;15.10.2024;mzsr
40585;13.35;15.10.2024;mzsr
4058B;4.40;15.10.2024;mzsr
4059B;13.20;15.10.2024;mzsr
4066D;0.91;15.10.2024;mzsr
40692;129.20;15.10.2024;mzsr
40693;258.40;04.11.2024;mzsr
40694;258.40;04.11.2024;mzsr
40695;129.20;04.11.2024;mzsr
40697;12.20;15.10.2024;mzsr
4072A;40.10;15.10.2024;mzsr
40754;21.03;15.10.2024;mzsr
40757;561.76;15.10.2024;mzsr
40761;1350.15;15.10.2024;mzsr
40768;637.62;15.10.2024;mzsr
40792;9249.07;15.10.2024;mzsr
40812;66.64;15.10.2024;mzsr
40817;99.38;15.10.2024;mzsr
4081E;27.44;15.10.2024;mzsr
40820;99.38;15.10.2024;mzsr
40828;586.78;15.10.2024;mzsr
40835;33.74;15.10.2024;mzsr
40836;101.22;15.10.2024;mzsr
40852;25.12;15.10.2024;mzsr
40890;170.80;15.10.2024;mzsr
40892;759.33;15.10.2024;mzsr
40899;1832.17;15.10.2024;mzsr
4089E;96.04;15.10.2024;mzsr
40901;2743.07;15.10.2024;mzsr
40902;3654.07;15.10.2024;mzsr
40908;135.42;15.10.2024;mzsr
40926;6.20;15.10.2024;mzsr
4092D;0.34;15.10.2024;mzsr
40932;7.45;15.10.2024;mzsr
40938;14.90;15.10.2024;mzsr
40946;40.11;15.10.2024;mzsr
4094A;80.19;15.10.2024;mzsr
4096D;1.37;15.10.2024;mzsr
4099E;27.44;15.10.2024;mzsr
4100B;37.50;15.10.2024;mzsr
4101B;62.49;15.10.2024;mzsr
4103E;41.15;15.10.2024;mzsr
41091;78.94;15.10.2024;mzsr
4109E;96.04;15.10.2024;mzsr
41143;0.84;03.01.2025;mzsr
41144;1.47;15.10.2024;mzsr
41145;6.99;15.10.2024;mzsr
41146;6.18;15.10.2024;mzsr
41149;1.68;03.01.2025;mzsr
41152;2.93;15.10.2024;mzsr
4116A;263.77;15.10.2024;mzsr
4116E;2902.56;15.10.2024;mzsr
4119E;2303.96;15.10.2024;mzsr
4123B;63.06;15.10.2024;mzsr
4123C;164.49;15.10.2024;mzsr
41312;13.84;15.10.2024;mzsr
41326;3.36;15.10.2024;mzsr
41327;6.72;15.10.2024;mzsr
41355;43.95;15.10.2024;mzsr
41374;76.88;15.10.2024;mzsr
41377;54.75;15.10.2024;mzsr
41382;58.13;15.10.2024;mzsr
4140A;35.55;15.10.2024;mzsr
4140E;507.20;15.10.2024;mzsr
41411;2440.00;15.10.2024;mzsr
4143E;760.74;15.10.2024;mzsr
4147C;4.00;15.10.2024;mzsr
4149B;4.60;15.10.2024;mzsr
4150B;23.00;15.10.2024;mzsr
41543;133.85;15.10.2024;mzsr
41549;1.63;15.10.2024;mzsr
4154E;10.08;15.10.2024;mzsr
41551;2937.26;15.10.2024;mzsr
41557;0.45;15.10.2024;mzsr
4156E;30.24;15.10.2024;mzsr
4160E;8.79;15.10.2024;mzsr
4163E;29.30;15.10.2024;mzsr
4167D;50.05;15.10.2024;mzsr
4171D;75.80;15.10.2024;mzsr
4172A;8.43;15.10.2024;mzsr
41756;2.30;15.10.2024;mzsr
41774;3.60;15.10.2024;mzsr
41784;4.05;15.10.2024;mzsr
41863;3.12;15.10.2024;mzsr
41864;9.36;15.10.2024;mzsr
41875;18605.34;15.10.2024;mzsr
41885;1.77;15.10.2024;mzsr
41890;5.90;15.10.2024;mzsr
41896;2.19;15.10.2024;mzsr
41901;7.30;15.10.2024;mzsr
4195B;23.65;15.10.2024;mzsr
41986;22.33;15.10.2024;mzsr
4199A;58.10;15.10.2024;mzsr
